                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                0.51437,                0.40091,                  1.021,                0.57393,                0.44938,                 1.0418,                  0.832,                0.88389,                 0.9357,                0.76191,                 0.8598,                0.59013,                 1.3482,                0.86492,                0.64559,                 1.3704,              0.0002363,              0.0002363,              0.0002363
                     91,                0.52128,                0.42006,                 1.0248,                0.57954,                0.47466,                  1.046,                0.89238,                0.86781,                0.94791,                0.77139,                  0.803,                0.55032,                 1.2855,                0.83109,                0.59259,                  1.325,              0.0002352,              0.0002352,              0.0002352
                     92,                0.52308,                0.42186,                 1.0403,                0.58376,                 0.4793,                 1.0641,                 0.8916,                0.88402,                0.93816,                0.76965,                0.79608,                0.50791,                 1.2815,                0.81973,                0.54065,                 1.3143,              0.0002341,              0.0002341,              0.0002341
                     93,                0.52456,                0.42696,                 1.0334,                0.58673,                0.48864,                 1.0566,                0.85823,                0.87402,                0.91007,                0.74809,                0.80561,                0.53612,                 1.2964,                0.81301,                0.55853,                 1.3137,               0.000233,               0.000233,               0.000233
                     94,                0.52927,                0.42033,                 1.0303,                 0.5952,                0.48535,                 1.0578,                0.87894,                0.86485,                0.91048,                0.73334,                0.87311,                0.66107,                 1.3505,                0.89093,                0.76516,                 1.3968,              0.0002319,              0.0002319,              0.0002319
                     95,                0.52391,                0.41816,                 1.0285,                0.58042,                0.46097,                 1.0493,                0.86363,                0.82821,                0.90485,                0.73698,                0.81387,                0.70348,                  1.287,                0.83853,                0.87164,                 1.3416,              0.0002308,              0.0002308,              0.0002308
                     96,                0.51983,                0.41753,                  1.019,                0.58054,                0.48174,                 1.0415,                0.87878,                0.89032,                0.95213,                0.76177,                0.88705,                0.55204,                 1.3646,                0.90668,                0.61445,                 1.4118,              0.0002297,              0.0002297,              0.0002297
                     97,                0.50706,                0.39866,                 1.0154,                0.56745,                0.46418,                  1.037,                0.83499,                0.85219,                0.88715,                0.71796,                0.80959,                0.67143,                 1.2874,                0.82715,                  0.897,                 1.3316,              0.0002286,              0.0002286,              0.0002286
                     98,                0.50119,                0.38685,                 1.0098,                0.56084,                0.44697,                 1.0349,                0.88921,                0.84624,                0.91352,                0.74845,                0.77513,                0.61926,                 1.2582,                0.78625,                0.74198,                 1.2859,             0.00022751,             0.00022751,             0.00022751
                     99,                0.50627,                 0.3943,                 1.0211,                0.56062,                0.45954,                  1.043,                0.89047,                0.88595,                0.91973,                0.74223,                0.84737,                0.66688,                 1.3364,                0.85511,                0.68254,                 1.3579,             0.00022641,             0.00022641,             0.00022641
                    100,                0.50873,                0.39577,                 1.0142,                0.56415,                0.45425,                 1.0333,                0.83861,                0.87236,                0.92951,                0.73927,                0.86823,                 0.6765,                 1.3728,                0.87785,                0.71187,                 1.3873,             0.00022531,             0.00022531,             0.00022531
                    101,                0.51077,                 0.3915,                 1.0132,                0.57752,                0.43814,                 1.0378,                0.89959,                0.84457,                 0.9428,                0.75408,                0.86984,                0.56649,                 1.3837,                0.90033,                 0.6644,                 1.4188,             0.00022421,             0.00022421,             0.00022421
